query,response,intent,domain
How do I freeze my credit to prevent identity theft?,"Contact the three major credit bureaus (Equifax, Experian, TransUnion) to place a freeze on your credit. This prevents lenders from accessing your credit report, making it harder for fraudsters to open accounts in your name.",finance inquiry,finance
"What is identity theft, and how can I prevent it?","dentity theft occurs when someone uses your personal information (e.g., Social Security number) to commit fraud. Prevent it by safeguarding your documents, shredding sensitive mail, using strong passwords, and monitoring your credit reports.",finance inquiry,finance
How do I report a lost or stolen debit card?,Call our 24/7 customer service hotline or report it through the mobile app. Well deactivate the card immediately and send a replacement. Review your recent transactions for unauthorized charges.,finance inquiry,finance
 Are my deposits insured?,"Yes, your deposits are insured up to $250,000 per account by the Federal Deposit Insurance Corporation (FDIC). This protects your money in case of bank failure.",finance inquiry,finance
How do I securely share sensitive documents with your bank?,Use our secure document upload feature in the online banking portal or mobile app. Avoid sending sensitive information via email or unsecured platforms.,finance inquiry,finance
What should I do if I fall victim to a scam?,"Report the incident to your local authorities, notify your bank immediately, and file a complaint with the Federal Trade Commission (FTC) at [reportfraud.ftc.gov]. Monitor your accounts and credit reports for further issues.",finance inquiry,finance
How can I protect my mobile banking app from hackers?,"Use a strong password or biometric login, keep your app updated, avoid downloading apps from untrusted sources, and enable remote wipe features in case your device is lost or stolen.",finance inquiry,finance
"What is two-step verification, and how does it work?","Two-step verification requires you to provide two forms of identification (e.g., password + a one-time code sent to your phone) to access your account. It adds an extra layer of security beyond just a password.",finance inquiry,finance
How do I recognize a fake banking website or app?,"Check for misspelled URLs, lack of a padlock icon in the browser, or apps not available in official app stores. Always type the banks URL directly into your browser instead of clicking links.",finance inquiry,finance
What should I do if my Social Security number is compromised?,"Contact the Social Security Administration, place a fraud alert on your credit reports, monitor your accounts closely, and consider signing up for identity theft protection services.",finance inquiry,finance
How do I safely dispose of old bank statements and documents?," Shred all sensitive documents before disposal. For digital files, use secure deletion software to permanently erase data from your devices.",finance inquiry,finance
Which investments are best for beginners?,"For beginners, low-risk options like index funds, exchange-traded funds (ETFs), and high-yield savings accounts are ideal. They offer diversification and are easier to manage compared to individual stocks.",finance inquiry,finance
What types of credit card plans do you offer?,"We offer a variety of credit cards, including cashback cards, travel rewards cards, low-interest cards, balance transfer cards, and secured cards for building credit. Each card has unique benefits tailored to different needs.",finance inquiry,finance
How do I choose the right credit card for me?,"Consider your spending habits and goals. If you travel frequently, a travel rewards card may be best. If you carry a balance, look for a low-interest card. Always review fees, rewards, and terms before applying.",finance inquiry,finance
What are the benefits of investing in mutual funds?,"Mutual funds pool money from multiple investors to buy a diversified portfolio of stocks, bonds, or other assets. Benefits include professional management, diversification, and accessibility for small investors.",finance inquiry,finance
How much should I save for retirement?,"A general rule is to save 15% of your annual income for retirement. Use tools like retirement calculators to estimate how much youll need based on your lifestyle, expected expenses, and retirement age.",finance inquiry,finance
